MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
170611290,831  Wrights Crossing Rd.,Pomfret,ACTV,12/18/2023,,2.49,5021,4049,9,5,3/2,"3 Car Garage, 8 Total Spaces, Attached Garage, Under House Garage, Driveway",2005,71,,463600,"Private, Circular, Paved, Other",1250000,12401,Res,,"Generator Ready, Programmable Thermostat, Thermopane Windows",,No,,No,Woodstock Academy,Pomfret Community,"Golf Course, Health Club, Lake, Library, Medical Facilities, Private School(s), Shopping/Mall",Yes,No,Not Applicable,02/07/2024,"Central Air, Heat Pump","Heat Pump, Hydro Air","Electric, Oil, Propane",,"Covered Deck, French Doors, Grill, Gutters, Hot Tub, Lighting, Patio, Stone Wall, Underground Utilities",,"Pool House, In Ground Pool, Spa, Infinity Edge, Heated, Salt Water, Gunite",,
170617313,26  Lycett St.,Bridgeport,ACTV,02/27/2024,,0.27,2114,1332,10,4,2/0,"1 Car Garage, Under House Garage",1942,33,,167580,,490000,7281,RA,,,,No,,No,Central,Black Rock,"Medical Facilities, Park, Shopping/Mall",No,No,,02/27/2024,None,Radiator,Oil,,"Awnings, Deck, Gutters, Garden Area",,,,
170615471,129  Smith Rd.,East Haddam,ACTV,02/21/2024,,1.03,2153,2153,7,3,1/0,"1 Car Garage, Attached Garage",1960,71,,184670,,149000,4755,R1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/21/2024,None,Baseboard,Propane,,,,,,
170626167,"1165  Stratfield Rd. , Unit# 1165",Fairfield,NEW,02/23/2024,CO,,1670,1670,6,3,2/0,"1 Car Garage, 1 Total Spaces, Detached Garage, Paved, Assigned Parking",1973,4,Pool,193970,,525000,5336,DRD,,,673,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Lake, Library, Public Transportation, Shopping/Mall",Yes,No,Access,,Central Air,Hot Air,Electric,,Patio,Per Board of Ed,In Ground Pool,,
170615685,539  Taugwonk Rd.,Stonington,ACTV,12/20/2023,,10.03,4858,4858,9,4,3/2,"3 Car Garage, 10 Total Spaces, Attached Garage, Driveway, Paved",1998,69,,988200,"Shared, Circular, Paved",1420000,17946,GB-130,,"Fireplace Insert, Generator Ready, Thermopane Windows",,No,,No,Stonington,Per Board of Ed,"Golf Course, Health Club, Medical Facilities, Private School(s)",Yes,No,Not Applicable,12/20/2023,Central Air,"Hot Air, Zoned","Oil, Propane",,"Deck, French Doors, Lighting, Patio, Porch, Stone Wall, Terrace, Underground Utilities",,"In Ground Pool, Salt Water, Gunite",,
170620540,188  Forest Dr.,Newington,NEW,02/26/2024,,0.37,2810,2210,7,4,3/1,"2 Car Garage, Attached Garage",1978,1,,215210,,479900,8255,R-12,,"Storm Doors, Thermopane Windows",,No,,No,Newington,Elizabeth Green,,No,No,,,Central Air,Baseboard,Natural Gas,,"Porch, Patio",Martin Kellog,,,
170616002,230  Hart St.,New Britain,ACTV,12/23/2023,,0.11,2087,2087,8,3,1/1,"0 Car Garage, Driveway, Paved",1925,66,,116970,Paved,339000,4478,T,,Thermopane Windows,,No,,No,New Britain,Per Board of Ed,"Basketball Court, Library, Park, Playground/Tot Lot, Public Transportation, Shopping/Mall, Tennis Courts, Walk to Bus Lines",No,No,Not Applicable,02/15/2024,None,Baseboard,Natural Gas,,"Deck, French Doors, Gutters, Porch, Porch-Screened",,,,
170624474,"85  Memorial Rd. , Unit# 513",West Hartford,NEW,02/21/2024,CO,,1540,1540,5,2,2/1,"2 Car Garage, Parking Garage, Off Street Parking, Assigned Parking",2007,26,"Elevator, Guest Parking, Security Services",466690,,825000,19097,SDD/BC,,"Fireplace Insert, Ridge Vents, Thermopane Windows",756,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Public Rec Facilities, Shopping/Mall",No,No,Not Applicable,,"Ceiling Fans, Central Air",Hot Air,"Electric, Natural Gas",Per Board of Ed,"Balcony, French Doors, Gutters, Lighting, Patio, Sidewalk",Per Board of Ed,,,
170613313,11  Timbercrest Dr.,Canton,ACTV,12/07/2023,,5.6,5004,4054,10,3,3/2,"2 Car Garage, 10 Total Spaces, Under House Garage",1972,82,,308950,Crushed Stone,859900,10928,R-3,,"Generator, Programmable Thermostat, Thermopane Windows",,No,,No,Canton,Cherry Brook Primary,,No,No,Not Applicable,02/05/2024,Central Air,"Hot Air, Zoned",Oil,,"Garden Area, Gutters, Porch-Enclosed, Shed, Underground Utilities",,,,
170622615,320  Hill St.,Hamden,ACTV - COMP,02/27/2024,,0.46,1642,1066,5,3,1/0,"2 Car Garage, Attached Garage, Driveway",1955,1,,124950,"Private, Paved, Asphalt",289000,7045,R2,,"Active Solar, Storm Doors",,No,,No,Hamden,Bear Path,"Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Shopping/Mall",No,No,Not Applicable,,"Wall Unit, Window Unit","Baseboard, Wall Unit","Electric, Oil",,"Deck, Gutters, Shed",,,,
170609755,83  Pilgrim Rd.,Torrington,ACTV,02/17/2024,,0.84,1668,1668,6,2,1/0,"2 Car Garage, Attached Garage",1958,87,,122730,,324999,5886,R15S,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,12/01/2023,Central Air,Baseboard,Oil,,Patio,,,,
170620263,"375  Allyn St. , Unit# E17",Groton,ACTV,01/23/2024,CO,,2240,2240,6,3,2/1,"1 Car Garage, 2 Total Spaces, Attached Garage",2003,35,"Club House, Exercise Room/Health Club, Guest Parking",253470,,519900,6161,RS-20,,,432,Yes,Monthly,No,Fitch Senior,Per Board of Ed,"Library, Medical Facilities, Playground/Tot Lot, Public Rec Facilities",No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Deck, Gutters, Lighting, Sidewalk, Underground Utilities",,,,
170613328,3  Roller Ter.,Milford,ACTV,12/04/2023,,0.41,1798,1798,8,4,2/0,"0 Car Garage, 3 Total Spaces, Paved, Off Street Parking",1920,85,,287847,"Shared, Paved, Asphalt",669000,7820,R12.,,"Storm Doors, Thermopane Windows",,No,,No,Jonathan Law,Mathewson,"Commuter Bus, Golf Course, Health Club, Library, Medical Facilities, Public Pool, Shopping/Mall, Tennis Courts",No,No,Not Applicable,02/09/2024,"Ceiling Fans, Ductless, Zoned","Baseboard, Hot Water, Zoned",Natural Gas,,"Garden Area, Gutters, Lighting, Porch-Enclosed, Porch-Wrap Around, Sidewalk, Wrap Around Deck",Harborside,,,
170617749,21  Cathy (lot 20) Ln.,East Windsor,ACTV,01/07/2024,,0.17,1754,1754,7,3,2/1,"2 Car Garage, 4 Total Spaces, Attached Garage",2024,51,None,0,Paved,449900,0,MFDD,,Thermopane Windows,,No,,No,East Windsor,Broad Brook,,No,No,Not Applicable,01/07/2024,Central Air,Hot Air,Natural Gas,,Deck,,,,
170615212,686  Hill Rd.,Harwinton,ACTV,12/22/2023,,17.56,2246,2246,6,3,2/1,"2 Car Garage, Detached Garage",1988,67,,243960,Gravel,525000,7124,CRA-2,,,,No,,No,Per Board of Ed,Harwinton Consolidated,,No,Yes,Pond,,None,Wood/Coal Stove,Wood,,"Barn, Fruit Trees, Garden Area",,,,
170622023,"6  Pinehurst Ln. , Unit# 6",East Haddam,ACTV,01/31/2024,CO,,1236,1236,6,2,2/0,"0 Car Garage, Parking Lot",2006,27,"Pool, Tennis Courts",161280,,275000,4153,R,,,333,Yes,Monthly,No,Nathan Hale,East Haddam,Golf Course,Yes,No,Not Applicable,01/31/2024,Central Air,Hot Air,Propane,,,,In Ground Pool,,
170615751,621  Shenipsit Lake Rd.,Tolland,ACTV,12/23/2023,,3.15,2693,2693,8,4,2/1,"2 Car Garage, 5 Total Spaces, Attached Garage, Under House Garage, Barn",1970,66,,221200,Private,490000,8257,WRDD,,"Generator Ready, Storm Windows",,No,,No,Per Board of Ed,Per Board of Ed,Lake,No,No,"Lake, Walk to Water",01/22/2024,"Ceiling Fans, Wall Unit","Baseboard, Wall Unit, Wood/Coal Stove, Zoned","Electric, Oil, Wood",Per Board of Ed,"Barn, Deck, French Doors, Garden Area, Gutters",Per Board of Ed,,,
170617056,2  Blue Trail Estates,Cheshire,ACTV,01/06/2024,,1.854,3029,3029,8,4,3/0,"2 Car Garage, Attached Garage",2024,52,,0,Paved,895000,0,R-80,,,,No,Other,No,Cheshire,Norton,,No,No,Not Applicable,,Central Air,Hot Air,Propane,,Underground Utilities,Dodd,,,
170611284,38  Drumlin Rd.,Westport,ACTV,02/03/2024,,0.27,1846,1534,7,4,2/0,"2 Car Garage, Attached Garage",1952,95,,334600,"Private, Crushed Stone",900000,6140,AA,,Thermopane Windows,100,Yes,Annually,No,Staples,Greens Farms,"Golf Course, Health Club, Park, Public Rec Facilities, Stables/Riding, Tennis Courts",No,No,"Beach Rights, Walk to Water",,Central Air,"Baseboard, Hot Air","Electric, Oil",,"Deck, Patio, Shed",Bedford,,,
170618882,"52  Bay Path Way. , Unit# 52",Branford,ACTV,02/26/2024,CO,,1485,1035,6,2,1/1,"0 Car Garage, Paved, Off Street Parking, Unassigned Parking",1979,37,,100700,,294900,3010,Res,,,279,Yes,Monthly,No,Branford,Per Board of Ed,"Basketball Court, Golf Course, Library, Medical Facilities, Park, Public Rec Facilities, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,Deck,,,,
170613689,168  Proprietors Xing.,New Canaan,ACTV,12/08/2023,,4.07,9587,7764,15,7,7/0,"3 Car Garage, Attached Garage",2016,81,,2090830,"Private, Paved, Crushed Stone",3995000,39600,4AC,,"Generator, Thermopane Windows",,No,,No,New Canaan,West,,No,No,Not Applicable,,"Central Air, Zoned","Hydro Air, Zoned",Propane,,"Garden Area, Patio, Underground Sprinkler, Underground Utilities",Saxe Middle,,,
170618316,43  Newton Rd.,Branford,ACTV,01/25/2024,,3.1,2176,2176,9,4,2/0,"2 Car Garage, Attached Garage",1960,33,,240000,Asphalt,735000,7174,R3,,,,No,,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Wall Unit,Gas on Gas,Natural Gas,,"Deck, Porch",,,,
170614629,30 E. Village Rd.,Monroe,ACTV,12/13/2023,,1,3018,3018,14,4,3/1,"0 Car Garage, 2 Total Spaces, Attached Garage",2024,76,,45500,Crushed Stone,950000,1709,RF3,,"Energy Star Rated, Programmable Thermostat, Ridge Vents",,No,,No,Masuk,Fawn Hollow,Park,No,No,Not Applicable,,Central Air,Gas on Gas,Propane,,"Deck, French Doors",Jockey Hollow,,,
170625345,"187  Lovers Ln. , Unit# 75",Torrington,ACTV,02/27/2024,CO,,1742,1742,5,3,1/1,"1 Car Garage, 2 Total Spaces, Detached Garage",1988,7,Playground/Tot Lot,50840,,224900,2438,RRC,,,353,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Lake, Library, Medical Facilities, Park, Putting Green, Shopping/Mall",No,No,Not Applicable,02/27/2024,"Ceiling Fans, Wall Unit",Baseboard,Electric,Per Board of Ed,Deck,Per Board of Ed,,,
170595686,911  Newfield Ave.,Stamford,ACTV,10/12/2023,,1.12,5099,5099,8,5,4/0,"2 Car Garage, Attached Garage",1946,138,,711180,"Private, Asphalt",1075000,17680,RA1,,,,No,,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Park, Playground/Tot Lot, Private School(s), Public Transportation, Shopping/Mall, Tennis Courts",No,No,Not Applicable,11/08/2023,Central Air,Hot Air,Oil,,"Awnings, Lighting, Patio, Shed",,,,
170625695,21  Indian Trl.,Brookfield,NEW,02/23/2024,,0.5,2365,2365,7,3,2/1,"2 Car Garage, Attached Garage",1995,8,"Basketball Court, Club House, Golf Course, Playground/Tot Lot, Private Rec Facilities, Tennis Courts",377070,"Private, Asphalt",1250000,10128,R-15,,,5200,Yes,Annually,No,Brookfield,Candlewood Lake Elementary,"Golf Course, Lake, Park, Playground/Tot Lot, Private School(s), Putting Green, Tennis Courts",No,No,"Lake, Access, Water Community, Beach",,Central Air,Hot Air,Oil,Candlewood,"Lighting, Patio, Porch, Underground Sprinkler",Whisconier,,,
170598232,507  Russell St.,New Haven,ACTV,09/15/2023,,0.12,1339,1339,8,4,1/0,"0 Car Garage, Other",1900,165,,100730,"Shared, Other",245000,3747,RS2,,Thermopane Windows,,No,,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Golf Course, Health Club, Library, Medical Facilities, Park, Public Transportation, Walk to Bus Lines",No,No,Not Applicable,10/26/2023,Window Unit,Hot Air,"Natural Gas, Oil",,,,,,
170623936,"2  Thompson Rd. , Unit# A",Manchester,NEW,02/21/2024,CO,,952,952,4,2,1/1,"0 Car Garage, 2 Total Spaces, Paved, Assigned Parking",1969,6,,45900,,149900,1707,RB,,,425,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Window Unit,Hot Water,Natural Gas,,,Per Board of Ed,,,
170594745,264  Hawthorne Ave.,Derby,ACTV,08/30/2023,,0.16,1508,1508,6,3,1/0,"0 Car Garage, Off Street Parking",1879,181,,106750,,275000,4121,R-4,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,08/30/2023,None,Hot Air,Natural Gas,,,,,,
170626370,101  Leffingwell Ave.,Waterbury,NEW,02/26/2024,,0.16,1600,1600,7,4,1/1,"2 Car Garage, Detached Garage",1923,1,,157570,,399999,8539,RL,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Window Unit,"Baseboard, Other",Bottle Gas,,,,,,
170611361,214  Cityview Ave.,Bridgeport,ACTV,11/21/2023,,0.11,1284,1284,6,3,2/0,"0 Car Garage, Driveway, Paved",1947,98,,132070,"Private, Asphalt",370000,5738,RA,,,,No,,No,Per Board of Ed,Per Board of Ed,"Library, Medical Facilities, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",Yes,No,Not Applicable,01/31/2024,Window Unit,Baseboard,Natural Gas,,Deck,,Above Ground Pool,,
170616379,"122  Summerfield Gdns. , Unit# 122",Shelton,ACTV,02/27/2024,CO,,2138,2138,6,2,2/1,"2 Car Garage, Attached Garage",1996,60,"Club House, Guest Parking, Pool",277410,,499900,4846,R-1,,"Storm Windows, Thermopane Windows",455,Yes,Monthly,No,Shelton,Per Board of Ed,"Golf Course, Library, Shopping/Mall",Yes,No,Not Applicable,02/27/2024,Central Air,"Hot Air, Zoned",Natural Gas,,"Deck, Gutters, Lighting",,In Ground Pool,,
170602101,11  Pratt Is.,Darien,ACTV,02/27/2024,,0.88,8804,8804,17,5,5/3,"3 Car Garage, Attached Garage",2007,141,,5867470,Paved,11200000,103326,R-1,,"Extra Insulation, Generator, Programmable Thermostat, Thermopane Windows",,No,,No,Darien,Hindley,"Health Club, Library, Paddle Tennis, Playground/Tot Lot, Shopping/Mall, Tennis Courts",Yes,Yes,"Direct Waterfront, L. I. Sound Frontage, Access, View",02/27/2024,Central Air,"Hot Air, Zoned",Propane,Per Board of Ed,"Balcony, French Doors, Grill, Lighting, Patio, Terrace, Underground Sprinkler, Underground Utilities",Middlesex,"In Ground Pool, Spa, Heated, Salt Water, Solar Cover",,
170624732,33  Windaway Rd.,Bethel,NEW,02/14/2024,,0.5,2900,2218,6,3,2/1,"2 Car Garage, Attached Garage",1960,13,,304570,,695000,8659,R-40,,,,No,,No,Bethel,Per Board of Ed,,Yes,No,Not Applicable,,Central Air,Radiator,Oil,R.M.T. Johnson,Gazebo,Bethel,In Ground Pool,,
170592464,200  Horizon Hl.,Southbury,ACTV,08/19/2023,,2.07,3671,3671,9,4,2/1,"3 Car Garage, Attached Garage",2023,192,,160820,Crushed Stone,959900,999999,R-60,,"Energy Star Rated, Home Energy Rating, Thermopane Windows",,No,Annually,No,Regional District 15,Per Board of Ed,"Golf Course, Health Club, Lake, Medical Facilities, Park, Shopping/Mall, Stables/Riding",No,No,Not Applicable,,"Central Air, Zoned",Heat Pump,Electric,,,,,,
170619506,"4  Northwest St. , Unit# B40",Stonington,ACTV,01/17/2024,CO,,9999,9999,1,0,0/0,"0 Car Garage, Unassigned Parking",1983,41,,25200,,49000,495,R,,,600,Yes,Quarterly,No,Stonington,Deans Mill,,No,Yes,Direct Waterfront,01/17/2024,None,None,Other,,,,,,
170591998,"874  Nut Plains Rd. , Unit# Lot 2",Guilford,ACTV,08/18/2023,,2.29,2320,2320,8,3,2/1,"2 Car Garage, Attached Garage",2023,193,,0,"Private, Crushed Stone, Gravel",879900,0,R-5,,"Home Energy Rating, Built Green Certification, Programmable Thermostat, Thermopane Windows",0,No,Other,No,Guilford,Per Board of Ed,"Golf Course, Health Club, Lake, Medical Facilities, Park, Public Transportation, Putting Green, Tennis Courts",No,No,"Pond, Not Applicable",,Central Air,"Heat Pump, Hydro Air",Propane,Baldwin,"Deck, Patio, Underground Utilities",Adams,,,
170624913,75  A St.,Groton,NEW,02/16/2024,,0,1152,1152,5,3,2/0,"0 Car Garage, 2 Total Spaces, Driveway, Paved",1997,11,None,41580,"Private, Paved",129900,1132,RS-12,"Bath Grab Bars, Ramps",,595,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Library, Medical Facilities, Park, Public Transportation",No,No,Not Applicable,,"Ceiling Fans, Wall Unit",Hot Air,Kerosene,,"Gutters, Porch, Shed",,,,
170598717,75  Honeysuckle Hill Ln.,Easton,ACTV,09/18/2023,,10.89,5364,5364,11,4,4/1,"2 Car Garage, Attached Garage",1979,162,,1321040,Circular,1798000,38257,R3,,,,No,,No,Joel Barlow,Samuel Staples,,Yes,No,Pond,02/19/2024,Central Air,"Heat Pump, Hot Water, Zoned",Other,,"Barn, Grill, Paddock, Patio, Shed",,In Ground Pool,,
170626372,"34  Sallys Way. , Unit# 13",Shelton,NEW,02/24/2024,CO,,2430,1550,5,2,2/1,"1 Car Garage, Attached Garage, Paved, Off Street Parking",2022,4,,0,,579900,0,PDD,,"Energy Star Rated, Humidistat, Programmable Thermostat, Ridge Vents, Thermopane Windows",157,Yes,Monthly,No,Shelton,Per Board of Ed,,No,No,Not Applicable,,Central Air,Gas on Gas,"Natural Gas, Oil",,"Deck, Porch",,,,
170611530,12  Birchwood Ln.,Goshen,ACTV,11/21/2023,,3.46,3292,3292,9,3,3/1,"2 Car Garage, Attached Garage",1994,98,,431790,Crushed Stone,599000,6736,RA2,,Thermopane Windows,,No,,No,Wamogo Regional,Goshen Center,,No,No,Not Applicable,,Central Air,"Baseboard, Hot Water",Oil,,"French Doors, Garden Area",,,,
170625093,349  Mack Rd.,Lebanon,NEW,02/16/2024,,3.21,1128,1128,5,3,1/0,"2 Car Garage, Detached Garage",1985,11,,149490,,349900,4335,RA,,,,No,,No,Lebanon,Lebanon,,Yes,No,Not Applicable,,"Ceiling Fans, Window Unit",Baseboard,Oil,,"Deck, Porch",,Above Ground Pool,,
170603564,999  Lavender Ln.,Southington,ACTV,10/11/2023,,0,3137,3137,9,5,3/1,"2 Car Garage, Attached Garage",2023,141,,0,Paved,842900,0,res,,,0,Yes,Monthly,No,Southington,Per Board of Ed,,No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,Per Board of Ed,,Per Board of Ed,,,
170619236,"2625  Park Ave. , Unit# 12J",Bridgeport,ACTV,01/16/2024,CO,,1131,1131,4,1,1/1,"1 Car Garage, Parking Garage",1964,42,"Elevator, Exercise Room/Health Club, Guest Parking, Pool, Security Services, Tennis Courts",90850,,230000,3947,11,,,745,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Golf Course, Medical Facilities, Walk to Bus Lines",Yes,Yes,View,,"Wall Unit, Zoned","Hot Water, Radiator, Wall Unit, Zoned",Oil,,"Awnings, Patio, Sidewalk, Tennis Court",,In Ground Pool,,
170583665,27  Laurel Ln.,Roxbury,ACTV,07/11/2023,,11.4,2277,2277,7,3,2/0,"2 Car Garage, Attached Garage",1982,232,None,471870,"Private, Shared, Paved, Gravel",995000,5946,C,,,,No,,No,Per Board of Ed,Per Board of Ed,"Lake, Library, Park, Private School(s), Stables/Riding, Tennis Courts",No,No,Not Applicable,10/19/2023,Central Air,Hot Air,Oil,,"Deck, Gutters, Shed",,,,
170617675,350  George Washington Rd.,Enfield,ACTV,01/21/2024,,2.4,3168,3168,9,4,2/1,"2 Car Garage, Attached Garage",1988,37,,287200,Paved,595700,9868,R33,,"Generator Ready, Storm Doors",,No,,No,Enfield,Per Board of Ed,"Commuter Bus, Health Club, Library, Medical Facilities, Park, Shopping/Mall, Stables/Riding",No,No,Not Applicable,01/30/2024,"Ceiling Fans, Central Air",Hot Air,Natural Gas,Per Board of Ed,"Gutters, Porch, Underground Utilities",Per Board of Ed,,,
170591782,27  Connerton St.,New Britain,ACTV,10/16/2023,,0.16,1344,1344,6,3,1/0,"0 Car Garage, Off Street Parking",1900,134,,106120,Private,179000,4062,TOD-EM,,,,No,,No,New Britain,Per Board of Ed,,No,No,Not Applicable,11/15/2023,None,Baseboard,Natural Gas,Per Board of Ed,Porch,Per Board of Ed,,,
170626384,"10  Mead St. , Unit# 9",Stamford,NEW,02/26/2024,CO,,1670,1670,4,2,2/1,"0 Car Garage, 2 Total Spaces, Paved, Parking Lot",1985,1,,281980,,489000,7010,RM1,,,349,Yes,Monthly,No,Stamford,Springdale,"Golf Course, Health Club, Library, Medical Facilities, Public Pool, Public Rec Facilities, Public Transportation, Walk to Bus Lines",No,No,Beach Rights,,Wall Unit,Baseboard,Electric,Per Board of Ed,Patio,Dolan,,,
170613104,207  Stoddard Rd.,Waterbury,ACTV,02/27/2024,,0.47,1715,1715,7,4,2/1,"2 Car Garage, Attached Garage",1986,88,,130648,,364900,7080,RS,,,,No,,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Library, Playground/Tot Lot",No,No,,12/18/2023,Central Air,Hot Air,Natural Gas,,"Shed, Deck, Gutters, Lighting, Covered Deck",,,,
170621393,"70  Bartlett Holw. , Unit# 70",Middletown,ACTV,02/05/2024,,0.17,1640,1640,5,2,2/0,"2 Car Garage, 2 Total Spaces, Attached Garage",2017,22,,215970,Asphalt,449900,7581,R-15,Bath Grab Bars,"Geothermal Heat, Thermopane Windows",245,Yes,Monthly,No,Middletown,Per Board of Ed,"Commuter Bus, Health Club, Library, Medical Facilities, Public Pool, Stables/Riding",No,No,Not Applicable,02/17/2024,Central Air,Hot Air,"Geothermal, Propane",,"Patio, Underground Utilities",,,,
170603889,971  New Litchfield St.,Torrington,ACTV,10/12/2023,,1,1182,1182,7,3,2/0,"1 Car Garage, Attached Garage",1900,138,,80310,,399000,3852,R6,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,"River, Walk to Water",,Window Unit,"Gas on Gas, Other",Propane,,,,,,
170623044,"21  Trolley Crossing Ln. , Unit# 21",Middletown,ACTV,02/09/2024,CO,,656,656,4,1,1/0,"1 Car Garage, 1 Total Spaces, Paved, Parking Lot, Assigned Parking",1987,18,"Guest Parking, Pool",66840,,139900,2008,R-15,,,270,Yes,Monthly,No,Middletown,Per Board of Ed,"Health Club, Medical Facilities, Private School(s), Shopping/Mall",Yes,No,Not Applicable,02/13/2024,Central Air,Baseboard,Electric,,Balcony,,In Ground Pool,,
170605899,58  Clarence Ave.,Stonington,ACTV,10/26/2023,,0.51,2588,2588,11,5,3/0,"2 Car Garage, Attached Garage",1982,124,None,292700,"Private, Paved",499900,5315,RA-20,,Programmable Thermostat,0,Yes,Other,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Shopping/Mall",No,No,"Access, Beach Rights",12/05/2023,"Ceiling Fans, Central Air","Baseboard, Hot Air","Electric, Propane",,"Balcony, Deck, Gutters, Patio, Shed",,,,
170620630,"1012  Old Colony Rd. , Unit# 31",Meriden,ACTV - HUB,01/27/2024,,0,840,840,5,2,1/0,"0 Car Garage, 3 Total Spaces, Driveway, Paved, Off Street Parking",2016,31,None,57750,"Private, Asphalt",129900,2009,mobile home,,"Generator, Generator Ready",555,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Propane,Per Board of Ed,"Deck, Gutters, Patio",Per Board of Ed,,,
170592334,541  Washington Ave.,West Haven,ACTV,08/22/2023,,0.2,4674,3500,13,9,3/2,"2 Car Garage, 5 Total Spaces, Detached Garage, Driveway, Paved",1930,189,,202650,Asphalt,739900,9425,CBD,,,,No,,No,West Haven,Per Board of Ed,"Library, Medical Facilities, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,10/09/2023,Central Air,Hot Air,Natural Gas,,Porch,,,,
